date,max_temp,min_temp,igmin,min_grass,rain,pressure_cbl,wind_speed,max_10minute_wind,dir_10minute_wind,max_gust,sun,dos,global_radiation,soil,potential_evap,evap,smd_wd,smd_md,smd_pd,Latitude,Longitude,Station Name,year,month,day,temp_range,smd_combined,wind_category,extreme_rain,heatwave,high_wind,extreme_weather,extreme_weather_combination,sun_category,season
1999-10-03,-0.07,-0.48,0,0.21,0.0,995.9,0.65,0.2,1.36,0.74,8.7,-0.02,1112,9.65,1.5,0.03,2.5,2.5,-3.45,53.43,-6.24,Dublin Airport,1999,10,3,9.0,0.52,NW,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-04,-0.13,-0.72,0,-0.41,0.0,1010.0,-0.72,-1.03,0.89,-0.81,9.9,-0.02,1209,8.68,1.3,-0.24,3.8,3.8,-3.45,53.43,-6.24,Dublin Airport,1999,10,4,9.8,1.38,W,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-05,-0.05,-1.15,0,-0.67,0.0,1016.4,-1.37,-1.49,-0.63,-1.32,8.9,-0.02,1187,8.8,1.1,-0.38,4.9,4.9,-3.45,53.43,-6.24,Dublin Airport,1999,10,5,12.1,2.12,SE,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-06,0.32,0.42,0,0.23,0.1,1014.8,-0.56,-0.26,0.19,-0.09,2.3,-0.02,798,10.72,1.3,-0.31,5.75,5.75,-2.2,53.43,-6.24,Dublin Airport,1999,10,6,6.9,3.1,SW,0,1,1,0,0-1-1,Very High,Autumn
1999-10-07,0.07,0.78,0,0.85,3.1,1011.2,0.31,0.04,0.31,-0.09,0.3,-0.02,684,11.88,0.8,-0.58,3.7,3.7,-3.45,53.43,-6.24,Dublin Airport,1999,10,7,4.1,1.32,SW,1,1,1,1,1-1-1,Moderate,Autumn
1999-10-08,0.5,1.51,0,1.33,0.6,1009.5,1.57,0.96,0.54,1.05,0.3,-0.02,446,12.92,1.1,-0.38,4.1,4.1,-3.45,53.43,-6.24,Dublin Airport,1999,10,8,3.0,1.58,W,0,1,1,0,0-1-1,Moderate,Autumn
1999-10-09,0.79,1.46,0,1.37,0.1,1009.9,0.27,0.04,0.66,0.22,1.3,-0.02,580,13.68,1.2,-0.38,5.1,5.1,-2.4,53.43,-6.24,Dublin Airport,1999,10,9,4.6,2.6,W,0,1,1,0,0-1-1,High,Autumn
1999-10-10,0.5,0.02,0,1.71,0.3,1010.5,0.29,0.35,0.42,0.53,2.0,-0.02,522,13.9,0.8,-0.65,5.6,5.6,-1.8,53.43,-6.24,Dublin Airport,1999,10,10,9.6,3.13,SW,0,1,1,0,0-1-1,Very High,Autumn
1999-10-11,-0.13,-0.43,0,-0.52,0.0,1017.1,-0.38,-0.26,0.77,-0.5,7.8,-0.02,912,11.2,1.1,-0.44,5.75,5.75,-0.6,53.43,-6.24,Dublin Airport,1999,10,11,8.5,3.63,W,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-12,0.11,-0.48,1,-1.1,0.0,1020.1,-1.14,-1.49,0.42,-1.43,8.3,-0.02,978,10.28,1.0,-0.51,5.75,5.75,0.4,53.43,-6.24,Dublin Airport,1999,10,12,9.9,3.97,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-13,0.3,-0.5,1,-1.1,0.0,1019.8,-1.28,-1.18,0.54,-1.32,5.0,-0.02,799,10.25,0.9,-0.58,5.75,5.75,1.4,53.43,-6.24,Dublin Airport,1999,10,13,10.9,4.3,W,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-14,0.32,-0.32,1,-0.93,0.0,1016.2,-0.94,-0.57,-1.44,-0.6,3.5,-0.02,607,10.98,0.7,-0.79,5.75,5.75,2.1,53.43,-6.24,Dublin Airport,1999,10,14,10.2,4.53,E,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-15,0.28,0.76,0,0.29,0.0,1010.8,-0.05,-0.11,-0.86,-0.19,0.3,-0.02,309,11.42,1.0,-0.58,5.75,5.75,3.1,53.43,-6.24,Dublin Airport,1999,10,15,5.2,4.87,SE,0,1,1,0,0-1-1,Moderate,Autumn
1999-10-16,0.05,1.26,0,1.31,1.2,1010.3,-0.7,-0.88,-0.74,-0.91,0.0,-0.02,201,12.1,0.7,-0.86,5.75,5.75,2.6,53.43,-6.24,Dublin Airport,1999,10,16,1.9,4.7,SE,0,1,1,0,0-1-1,Moderate,Autumn
1999-10-17,0.26,0.69,0,1.17,0.0,1008.8,-0.78,-0.88,-0.86,-0.81,1.3,-0.02,502,12.5,1.0,-0.65,5.75,5.75,3.6,53.43,-6.24,Dublin Airport,1999,10,17,5.4,5.03,SE,0,1,1,0,0-1-1,High,Autumn
1999-10-18,-0.27,0.27,0,-0.48,0.0,1008.5,0.36,-0.11,-1.21,-0.09,9.2,-0.02,952,11.05,1.3,-0.31,5.75,5.75,4.8,53.43,-6.24,Dublin Airport,1999,10,18,4.7,5.43,E,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-19,-0.5,0.09,0,-0.21,0.0,1004.8,0.81,0.65,-1.33,0.43,5.4,-0.02,741,9.8,1.4,-0.17,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1999,10,19,4.4,5.75,E,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-20,-0.76,0.27,0,0.08,0.5,997.0,1.28,1.11,-1.21,0.95,0.8,-0.02,316,9.22,1.3,-0.31,5.75,5.75,5.75,53.43,-6.24,Dublin Airport,1999,10,20,2.3,5.75,E,0,1,1,0,0-1-1,Moderate,Autumn
1999-10-21,-0.36,0.65,0,0.65,5.4,983.0,0.94,0.65,-1.33,0.64,0.0,-0.02,35,9.65,0.9,-0.72,5.75,5.75,2.5,53.43,-6.24,Dublin Airport,1999,10,21,2.6,4.67,E,1,1,1,1,1-1-1,Moderate,Autumn
1999-10-22,0.15,0.54,0,-0.14,4.6,976.1,-0.22,-0.11,-0.74,-0.19,2.1,-0.02,423,10.28,0.8,-0.72,4.9,4.9,-1.3,53.43,-6.24,Dublin Airport,1999,10,22,5.6,2.83,SE,1,1,1,1,1-1-1,Very High,Autumn
1999-10-23,0.23,0.74,0,1.14,1.8,972.2,0.18,0.2,-0.86,0.22,0.3,-0.02,291,11.38,0.8,-0.79,3.9,3.9,-2.2,53.43,-6.24,Dublin Airport,1999,10,23,5.1,1.87,SE,0,1,1,0,0-1-1,Moderate,Autumn
1999-10-24,-0.05,0.33,0,-0.29,0.0,972.2,-1.19,-1.49,-0.63,-1.53,1.1,-0.02,409,10.72,0.5,-0.99,4.4,4.4,-1.6,53.43,-6.24,Dublin Airport,1999,10,24,5.5,2.4,SE,0,1,1,0,0-1-1,High,Autumn
1999-10-25,-0.01,0.45,0,0.12,0.0,985.9,-0.2,-0.57,1.24,-0.09,2.5,-0.02,431,10.65,0.8,-0.72,5.2,5.2,-0.7,53.43,-6.24,Dublin Airport,1999,10,25,5.2,3.23,NW,0,1,1,0,0-1-1,Very High,Autumn
1999-10-26,-0.11,0.11,0,-0.21,0.0,1003.2,-0.65,-1.03,1.01,-1.01,2.8,-0.02,530,10.3,0.6,-0.86,5.75,5.75,0.0,53.43,-6.24,Dublin Airport,1999,10,26,6.2,3.83,W,0,1,1,0,0-1-1,Very High,Autumn
1999-10-27,0.01,0.63,0,0.06,0.2,1006.1,0.89,0.81,0.31,0.95,0.6,-0.02,409,10.4,1.0,-0.58,5.75,5.75,0.8,53.43,-6.24,Dublin Airport,1999,10,27,4.5,4.1,SW,0,1,1,0,0-1-1,Moderate,Autumn
1999-10-28,-0.19,-0.68,0,-0.75,0.1,1010.9,-1.01,-1.33,0.42,-1.22,7.2,-0.02,707,9.93,0.6,-0.92,5.75,5.75,1.3,53.43,-6.24,Dublin Airport,1999,10,28,9.3,4.27,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1999-10-29,0.23,-0.68,1,-1.37,0.0,1003.0,0.09,0.65,-0.51,0.74,1.7,-0.02,308,9.1,0.6,-0.86,5.75,5.75,1.9,53.43,-6.24,Dublin Airport,1999,10,29,11.4,4.47,S,0,1,1,0,0-1-1,High,Autumn
1999-10-30,0.34,0.54,0,1.44,2.3,985.0,2.19,1.88,0.42,1.56,1.6,-0.02,284,11.1,1.3,-0.31,5.75,5.75,0.9,53.43,-6.24,Dublin Airport,1999,10,30,6.5,4.13,SW,1,1,1,1,1-1-1,High,Autumn
1999-10-31,0.15,0.04,0,-0.06,0.7,991.8,2.24,1.88,0.42,2.49,6.0,-0.02,611,9.8,1.4,-0.24,5.75,5.75,1.5,53.43,-6.24,Dublin Airport,1999,10,31,7.8,4.33,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-01,-0.09,0.06,0,0.9,3.1,990.3,0.76,0.5,-0.16,1.05,3.5,-0.02,435,10.48,0.9,-0.72,4.7,4.7,-0.7,53.43,-6.24,Dublin Airport,1999,11,1,6.5,2.9,S,1,1,1,1,1-1-1,Extremely High,Autumn
1999-11-02,-0.52,-0.3,0,-0.41,0.3,1003.5,0.94,0.35,0.31,0.33,8.0,-0.02,657,8.93,0.5,-0.92,5.0,5.0,-0.4,53.43,-6.24,Dublin Airport,1999,11,2,6.0,3.2,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-03,0.01,0.83,0,0.4,0.0,1011.6,0.63,0.04,-0.04,0.22,0.7,-0.02,279,9.7,1.0,-0.58,5.75,5.75,0.6,53.43,-6.24,Dublin Airport,1999,11,3,3.6,4.03,S,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-04,0.09,1.19,0,0.79,0.0,998.1,2.01,1.42,0.07,1.67,0.9,-0.02,322,10.28,1.5,-0.17,5.75,5.75,2.2,53.43,-6.24,Dublin Airport,1999,11,4,2.4,4.57,SW,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-05,-0.11,-0.45,0,0.67,5.75,985.8,0.58,0.5,1.12,0.74,0.7,-0.02,168,10.02,0.8,-0.72,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,11,5,8.7,-2.3,NW,1,1,1,1,1-1-1,Moderate,Autumn
1999-11-06,-0.78,-0.84,1,-0.83,0.0,1003.7,-0.18,-0.42,1.01,-0.4,7.8,-0.02,615,7.72,0.7,-0.86,0.7,0.7,-3.45,53.43,-6.24,Dublin Airport,1999,11,6,7.1,-0.68,W,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-07,-0.13,-0.32,1,-1.0,0.1,1014.7,0.04,-0.42,0.42,-0.4,1.1,-0.02,294,8.38,0.7,-0.86,1.3,1.3,-3.45,53.43,-6.24,Dublin Airport,1999,11,7,8.0,-0.28,SW,0,1,1,0,0-1-1,High,Autumn
1999-11-08,-0.11,0.58,0,0.31,0.3,1022.7,-0.87,-0.88,0.77,-0.91,1.0,-0.02,369,9.52,0.4,-1.06,1.5,1.5,-3.45,53.43,-6.24,Dublin Airport,1999,11,8,4.1,-0.15,W,0,1,1,0,0-1-1,High,Autumn
1999-11-09,-0.4,-0.72,1,-1.16,0.0,1030.7,-1.52,-1.95,-2.03,-1.84,2.8,-0.02,379,9.5,0.2,-1.2,1.7,1.7,-3.45,53.43,-6.24,Dublin Airport,1999,11,9,8.5,-0.02,NE,0,1,1,0,0-1-1,Very High,Autumn
1999-11-10,-0.56,-0.07,0,-0.62,0.0,1033.7,-1.39,-1.79,-2.26,-1.63,0.2,-0.02,198,9.1,0.5,-0.99,2.2,2.2,-3.45,53.43,-6.24,Dublin Airport,1999,11,10,4.8,0.32,N,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-11,-0.62,0.09,0,-0.58,0.0,1030.7,-1.19,-1.33,-1.91,-1.22,0.0,-0.02,167,9.07,0.6,-0.99,2.8,2.8,-3.45,53.43,-6.24,Dublin Airport,1999,11,11,3.8,0.72,NE,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-12,-0.74,0.24,0,0.46,0.4,1024.7,-1.05,-1.33,-1.91,-1.22,0.0,-0.02,85,8.98,0.6,-0.99,2.9,2.9,-3.45,53.43,-6.24,Dublin Airport,1999,11,12,2.5,0.78,NE,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-13,-0.56,0.4,0,0.65,0.4,1020.4,-0.94,-1.18,-1.91,-1.22,0.0,-0.02,115,9.48,0.6,-0.99,3.1,3.1,-3.45,53.43,-6.24,Dublin Airport,1999,11,13,2.7,0.92,NE,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-14,-0.56,0.27,0,0.48,0.0,1017.2,-1.37,-1.79,1.71,-1.53,0.0,-0.02,198,9.4,0.5,-1.06,3.5,3.5,-3.4,53.43,-6.24,Dublin Airport,1999,11,14,3.3,1.2,N,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-15,-0.7,-0.63,1,-0.89,0.0,1013.5,-0.76,-0.88,0.66,-0.71,2.0,-0.02,363,8.95,0.3,-1.2,3.8,3.8,-2.9,53.43,-6.24,Dublin Airport,1999,11,15,6.6,1.57,W,0,1,1,0,0-1-1,Very High,Autumn
1999-11-16,-1.23,-1.0,1,-0.87,0.1,1010.1,0.18,-0.11,1.01,-0.29,6.3,-0.02,458,7.28,0.5,-1.06,4.2,4.2,-2.4,53.43,-6.24,Dublin Airport,1999,11,16,5.6,2.0,W,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-17,-0.93,-0.59,0,-0.67,4.1,1009.3,-0.09,-0.57,0.77,-0.4,0.0,-0.02,201,6.68,0.5,-1.06,0.6,0.6,-3.45,53.43,-6.24,Dublin Airport,1999,11,17,5.3,-0.75,W,1,1,1,1,1-1-1,Moderate,Autumn
1999-11-18,-0.91,-1.13,0,-0.19,0.9,1009.3,-0.38,-0.57,1.71,-0.09,6.5,-0.02,423,7.35,0.2,-1.27,0.0,-0.1,-3.45,53.43,-6.24,Dublin Airport,1999,11,18,7.8,-1.18,N,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-19,-1.29,-1.49,1,-1.45,0.0,1017.8,-0.74,-1.03,1.47,-0.91,7.3,-0.02,474,5.45,0.3,-1.2,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,1999,11,19,7.5,-0.95,NW,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-20,-1.09,-1.51,1,-1.45,0.0,1018.1,-1.23,-1.64,0.77,-1.53,6.4,-0.02,429,4.82,0.2,-1.27,0.5,0.5,-3.45,53.43,-6.24,Dublin Airport,1999,11,20,8.6,-0.82,W,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-21,-1.48,-1.85,1,-1.68,0.2,1011.0,-0.67,-0.88,0.54,-1.01,5.5,-0.02,464,4.3,0.0,-1.47,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,1999,11,21,8.2,-0.95,W,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-22,-0.95,-1.0,0,-0.79,0.2,1005.8,-0.11,-0.72,0.54,-0.6,4.3,-0.02,371,5.52,0.1,-1.33,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,1999,11,22,7.0,-0.95,W,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-23,-0.38,0.45,0,-0.54,0.5,1004.8,0.81,0.35,0.42,0.12,1.0,-0.02,254,7.08,0.7,-0.92,0.5,0.5,-3.45,53.43,-6.24,Dublin Airport,1999,11,23,3.4,-0.82,SW,0,1,1,0,0-1-1,High,Autumn
1999-11-24,-0.38,0.15,0,0.35,0.9,1003.5,0.33,0.65,0.07,0.95,0.3,-0.02,215,8.1,0.5,-1.06,0.0,0.0,-3.45,53.43,-6.24,Dublin Airport,1999,11,24,4.7,-1.15,SW,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-25,-0.05,-0.14,0,-0.69,0.1,1006.0,0.54,0.96,-0.04,0.95,0.0,-0.02,165,7.85,0.7,-0.92,0.6,0.6,-3.45,53.43,-6.24,Dublin Airport,1999,11,25,7.6,-0.75,S,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-26,-0.17,-0.34,0,0.54,5.75,996.1,1.79,2.49,0.07,2.8,3.2,-0.02,301,8.5,1.0,-0.58,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,11,26,7.9,-2.3,SW,1,1,1,1,1-1-1,Extremely High,Autumn
1999-11-27,-0.21,-0.7,1,-0.98,0.4,998.9,0.87,0.96,0.07,1.05,0.1,-0.02,163,6.82,0.7,-0.86,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,1999,11,27,9.3,-0.95,SW,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-28,0.03,-0.57,0,-0.52,2.0,990.2,2.37,2.34,0.07,2.49,0.0,-0.02,58,8.45,1.1,-0.38,0.0,-0.5,-3.45,53.43,-6.24,Dublin Airport,1999,11,28,9.9,-1.32,SW,0,1,1,0,0-1-1,Moderate,Autumn
1999-11-29,-1.25,-1.38,1,-1.75,0.0,1007.0,0.02,0.5,0.31,0.43,6.8,-0.02,377,6.28,0.4,-1.2,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1999,11,29,7.2,-0.88,SW,0,1,1,0,0-1-1,Extremely High,Autumn
1999-11-30,-0.27,-0.0,1,-1.23,1.8,1007.8,2.22,1.42,0.54,1.67,0.0,-0.02,99,7.1,0.9,-0.58,0.0,-0.5,-3.45,53.43,-6.24,Dublin Airport,1999,11,30,5.9,-1.32,W,0,1,1,0,0-1-1,Moderate,Autumn
1999-12-01,-0.97,-0.27,0,-0.15,0.0,1009.5,0.96,0.2,0.66,0.64,2.5,-0.02,300,7.38,0.5,-1.13,0.5,0.5,-3.45,53.43,-6.24,Dublin Airport,1999,12,1,3.7,-0.82,W,0,1,1,0,0-1-1,Very High,Winter
1999-12-02,-1.03,-0.75,1,-0.83,2.2,1004.6,0.85,0.65,0.54,0.64,0.0,-0.02,183,6.18,0.6,-0.99,0.0,-1.2,-3.45,53.43,-6.24,Dublin Airport,1999,12,2,5.5,-1.55,W,1,1,1,1,1-1-1,Moderate,Winter
1999-12-03,-0.5,-1.13,0,-0.31,5.75,991.6,2.37,2.8,0.77,3.11,4.8,-0.02,328,6.7,0.6,-0.99,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,12,3,9.8,-2.3,W,1,1,1,1,1-1-1,Extremely High,Winter
1999-12-04,-1.76,-1.33,1,-1.18,0.1,1005.4,0.72,0.5,1.01,0.64,5.1,-0.02,331,4.62,0.4,-1.2,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,1999,12,4,4.5,-0.95,W,0,1,1,0,0-1-1,Extremely High,Winter
1999-12-05,-0.68,-1.51,1,-1.52,0.3,1008.2,0.74,1.11,0.42,1.05,0.0,-0.02,107,4.18,0.4,-1.06,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1999,12,5,10.6,-0.88,SW,0,1,1,0,0-1-1,Moderate,Winter
1999-12-06,-0.38,0.09,1,-0.87,3.7,998.6,2.31,1.57,0.42,1.15,0.0,-0.02,156,6.85,0.6,-0.92,0.0,-2.7,-3.45,53.43,-6.24,Dublin Airport,1999,12,6,5.0,-2.05,SW,1,1,1,1,1-1-1,Moderate,Winter
1999-12-07,-1.23,-0.54,0,-0.29,0.2,994.5,1.5,0.81,0.42,0.84,3.5,-0.02,261,6.38,0.6,-0.99,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1999,12,7,3.6,-0.88,SW,0,1,1,0,0-1-1,Extremely High,Winter
1999-12-08,-0.66,-0.32,0,-0.56,4.0,982.6,3.13,2.64,0.42,3.01,4.5,-0.02,298,5.82,1.0,-0.65,0.0,-2.7,-3.45,53.43,-6.24,Dublin Airport,1999,12,8,5.4,-2.05,SW,1,1,1,1,1-1-1,Extremely High,Winter
1999-12-09,-1.13,-0.39,0,-0.21,1.9,979.2,2.01,2.19,0.54,2.08,1.4,-0.02,184,5.75,0.7,-0.86,0.0,-1.2,-3.45,53.43,-6.24,Dublin Airport,1999,12,9,3.4,-1.55,W,0,1,1,0,0-1-1,High,Winter
1999-12-10,-0.72,-1.11,1,-1.02,5.75,983.3,0.2,-0.11,0.77,0.12,0.0,-0.02,114,5.15,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,12,10,8.6,-2.3,W,1,1,1,1,1-1-1,Moderate,Winter
1999-12-11,-0.68,-0.27,0,-0.71,4.4,972.7,1.68,1.42,0.54,1.36,0.6,-0.02,177,6.62,0.5,-1.06,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,12,11,5.1,-2.3,W,1,1,1,1,1-1-1,Moderate,Winter
1999-12-12,-1.52,-1.06,0,-0.42,0.2,983.2,0.96,0.81,0.89,0.74,1.2,-0.02,185,5.85,0.5,-1.06,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,1999,12,12,4.5,-0.95,W,0,1,1,0,0-1-1,High,Winter
1999-12-13,-2.05,-1.38,1,-1.18,0.0,989.9,0.09,-0.26,0.42,-0.29,2.3,-0.02,217,4.28,0.2,-1.33,0.5,0.5,-3.45,53.43,-6.24,Dublin Airport,1999,12,13,3.3,-0.82,SW,0,1,1,0,0-1-1,Very High,Winter
1999-12-14,-1.78,-1.76,1,-1.41,0.1,997.6,0.18,-0.11,-2.03,0.43,4.8,-0.02,350,3.7,0.3,-1.33,0.6,0.6,-3.45,53.43,-6.24,Dublin Airport,1999,12,14,6.3,-0.75,NE,0,1,1,0,0-1-1,Extremely High,Winter
1999-12-15,-1.97,-1.56,1,-1.7,0.0,1012.5,-0.27,-0.72,0.89,-0.6,2.3,-0.02,240,3.12,0.4,-1.2,1.0,1.0,-3.45,53.43,-6.24,Dublin Airport,1999,12,15,4.5,-0.48,W,0,1,1,0,0-1-1,Very High,Winter
1999-12-16,-1.31,-1.45,1,-1.46,1.3,1007.8,0.98,1.57,0.31,1.46,0.0,-0.02,147,3.1,0.4,-1.13,0.1,0.1,-3.45,53.43,-6.24,Dublin Airport,1999,12,16,7.2,-1.08,SW,0,1,1,0,0-1-1,Moderate,Winter
1999-12-17,-0.46,-1.09,1,-0.98,3.5,997.9,0.4,1.73,0.31,1.87,0.1,-0.02,135,5.25,0.4,-1.13,0.0,-3.1,-3.45,53.43,-6.24,Dublin Airport,1999,12,17,9.8,-2.18,SW,1,1,1,1,1-1-1,Moderate,Winter
1999-12-18,-1.76,-1.81,1,-2.2,0.2,1004.5,-1.23,-0.72,-2.14,-0.29,0.0,-0.02,88,4.12,0.3,-1.2,0.1,0.1,-3.45,53.43,-6.24,Dublin Airport,1999,12,18,6.6,-1.08,N,0,1,1,0,0-1-1,Moderate,Winter
1999-12-19,-2.19,-2.08,1,-2.14,0.0,1013.3,-0.96,-1.33,-2.14,-1.32,1.7,-0.02,226,3.1,0.2,-1.27,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1999,12,19,5.7,-0.88,N,0,0,1,0,0-0-1,High,Winter
1999-12-20,-1.17,-1.72,1,-2.0,5.75,1007.3,0.29,1.42,-0.39,1.46,0.0,-0.02,103,2.8,0.5,-0.99,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,12,20,9.1,-2.3,S,1,1,1,1,1-1-1,Moderate,Winter
1999-12-21,-0.83,-0.63,1,-1.08,1.1,1000.2,0.29,1.27,-0.51,0.84,3.7,-0.02,228,4.45,0.3,-1.2,0.0,-0.8,-3.45,53.43,-6.24,Dublin Airport,1999,12,21,6.0,-1.42,S,0,1,1,0,0-1-1,Extremely High,Winter
1999-12-22,-0.48,-0.36,1,-1.02,4.3,992.8,0.92,0.65,-0.28,0.84,0.0,-0.02,67,6.0,0.9,-0.72,0.0,-3.4,-3.45,53.43,-6.24,Dublin Airport,1999,12,22,6.5,-2.28,S,1,1,1,1,1-1-1,Moderate,Winter
1999-12-23,-0.6,-0.48,0,-0.58,3.5,986.3,2.51,2.34,-0.04,2.7,0.0,-0.02,103,5.4,1.0,-0.58,0.0,-2.5,-3.45,53.43,-6.24,Dublin Airport,1999,12,23,6.4,-1.98,S,1,1,1,1,1-1-1,Moderate,Winter
1999-12-24,-0.42,-0.5,0,-0.39,5.75,964.8,2.01,4.79,0.42,4.66,0.8,-0.02,98,5.65,0.9,-0.65,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,12,24,7.4,-2.3,SW,1,1,1,1,1-1-1,Moderate,Winter
1999-12-25,-1.8,-1.31,1,-1.1,5.3,968.8,1.92,1.27,0.66,1.56,1.6,-0.02,201,4.6,0.4,-1.06,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,12,25,4.2,-2.3,W,1,1,1,1,1-1-1,High,Winter
1999-12-26,-1.74,-1.04,1,-1.02,3.2,973.9,1.57,1.42,0.66,1.46,2.1,-0.02,232,3.7,0.4,-1.13,0.0,-2.8,-3.45,53.43,-6.24,Dublin Airport,1999,12,26,3.3,-2.08,W,1,1,1,1,1-1-1,Very High,Winter
1999-12-27,-1.97,-1.33,1,-1.14,0.0,981.8,0.29,0.04,0.42,-0.19,0.0,-0.02,160,3.25,0.3,-1.2,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,1999,12,27,3.5,-0.95,SW,0,1,1,0,0-1-1,Moderate,Winter
1999-12-28,-2.05,-1.65,1,-1.62,0.1,994.0,0.02,-0.72,0.77,-0.71,5.0,-0.02,293,2.62,0.2,-1.33,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1999,12,28,4.5,-0.88,W,0,1,1,0,0-1-1,Extremely High,Winter
1999-12-29,-1.76,-1.6,1,-1.64,0.1,1007.3,-0.22,-0.88,0.77,-1.01,5.3,-0.02,302,2.25,0.1,-1.4,0.4,0.4,-3.45,53.43,-6.24,Dublin Airport,1999,12,29,5.7,-0.88,W,0,1,1,0,0-1-1,Extremely High,Winter
1999-12-30,-0.87,-0.36,1,-1.45,5.75,1003.8,0.09,0.04,0.31,0.12,0.0,-0.02,124,3.72,0.4,-1.13,0.0,-3.45,-3.45,53.43,-6.24,Dublin Airport,1999,12,30,4.6,-2.3,SW,1,1,1,1,1-1-1,Moderate,Winter
1999-12-31,-0.62,-0.54,0,-0.41,0.6,1006.5,-0.38,-0.11,0.31,-0.09,0.0,-0.02,142,5.48,0.3,-1.2,0.0,-0.3,-3.45,53.43,-6.24,Dublin Airport,1999,12,31,6.6,-1.25,SW,0,1,1,0,0-1-1,Moderate,Winter
2000-01-01,-1.09,-1.38,1,-2.02,0.1,1012.0,-0.58,-0.26,0.19,-0.29,6.4,-0.02,317,4.65,0.2,-1.33,0.1,0.1,-3.45,53.43,-6.24,Dublin Airport,2000,1,1,8.0,-1.08,SW,0,1,1,0,0-1-1,Extremely High,Winter
2000-01-02,-0.42,-0.21,1,-1.71,0.3,1004.8,0.4,0.81,0.19,1.15,3.6,-0.02,251,5.1,0.5,-1.06,0.3,0.3,-3.45,53.43,-6.24,Dublin Airport,2000,1,2,6.1,-0.95,SW,0,1,1,0,0-1-1,Extremely High,Winter
2000-01-03,-0.58,-1.0,0,-0.79,0.3,1000.9,0.16,1.88,0.54,1.56,0.0,-0.02,142,5.58,0.5,-1.06,0.5,0.5,-3.45,53.43,-6.24,Dublin Airport,2000,1,3,8.8,-0.82,W,0,1,1,0,0-1-1,Moderate,Winter
2000-01-04,-1.01,-1.02,1,-1.68,4.3,996.8,0.78,0.96,0.54,1.25,3.9,-0.02,276,4.45,0.7,-0.92,0.0,-3.2,-3.45,53.43,-6.24,Dublin Airport,2000,1,4,6.8,-2.22,W,1,1,1,1,1-1-1,Extremely High,Winter
2000-01-05,-0.27,-0.39,1,-1.06,0.1,990.0,2.51,1.88,0.07,2.18,0.0,-0.02,88,5.08,1.3,-0.24,1.2,1.2,-3.45,53.43,-6.24,Dublin Airport,2000,1,5,7.6,-0.35,SW,0,1,1,0,0-1-1,Moderate,Winter
